Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2002";"2011";
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1918 - 1944";"mieszkania ogółem";"";"-";;32020;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1918 - 1944";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2113125;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1918 - 1944";"mieszkania zamieszkane stale";"";"-";;31995;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1918 - 1944";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2111224;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1918 - 1944";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;86498;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1945 - 1970";"mieszkania ogółem";"";"-";;42143;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1945 - 1970";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2004523;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1945 - 1970";"mieszkania zamieszkane stale";"";"-";;42097;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1945 - 1970";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2002361;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1945 - 1970";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;89421;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1971 - 1978";"mieszkania ogółem";"";"-";;38889;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1971 - 1978";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2163026;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1971 - 1978";"mieszkania zamieszkane stale";"";"-";;38873;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1971 - 1978";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2162062;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1971 - 1978";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;94984;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1979 - 1988";"mieszkania ogółem";"";"-";;34184;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1979 - 1988";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2203223;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1979 - 1988";"mieszkania zamieszkane stale";"";"-";;34168;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1979 - 1988";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2201983;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1979 - 1988";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;93464;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1989 - 2002";"mieszkania ogółem";"";"-";;34896;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1989 - 2002";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2498444;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1989 - 2002";"mieszkania zamieszkane stale";"";"-";;34804;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1989 - 2002";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2491938;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"1989 - 2002";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;86358;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2003 - 2007";"mieszkania ogółem";"";"-";;14259;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2003 - 2007";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;2138083;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2003 - 2007";"mieszkania zamieszkane stale";"";"-";;14178;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2003 - 2007";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;2121080;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2003 - 2007";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;30833;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"mieszkania ogółem";"";"-";;12068;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"powierzchnia użytkowa mieszkania ogółem";"";"m2";;1861408;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"mieszkania zamieszkane stale";"";"-";;12010;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"m2";;1852159;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku (Wymiary: Okres budowy; Wyszczególnienie)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"ludność w mieszkaniach zamieszkanych stale";"";"osoba";;20791;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"ogółem";"mieszkania ogółem";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"ogółem";"powierzchnia użytkowa mieszkania ogółem";"m2";;17608252;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"ogółem";"mieszkania zamieszkane stale";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"ogółem";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;17565672;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"ogółem";"ludność w mieszkaniach zamieszkanych stale";"osoba";;622968;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"osób fizycznych";"mieszkania ogółem";"-";;114468;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"osób fizycznych";"powierzchnia użytkowa mieszkania ogółem";"m2";;8314343;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"osób fizycznych";"mieszkania zamieszkane stale";"-";;114317;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"osób fizycznych";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;8299599;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"osób fizycznych";"ludność w mieszkaniach zamieszkanych stale";"osoba";;299758;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"gminy";"mieszkania ogółem";"-";;42091;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"gminy";"powierzchnia użytkowa mieszkania ogółem";"m2";;2197160;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"gminy";"mieszkania zamieszkane stale";"-";;42067;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"gminy";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;2195950;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"ogółem";"gminy";"ludność w mieszkaniach zamieszkanych stale";"osoba";;109761;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"ogółem";"mieszkania ogółem";"-";;40014;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"ogółem";"powierzchnia użytkowa mieszkania ogółem";"m2";;2312964;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"ogółem";"mieszkania zamieszkane stale";"-";;39991;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"ogółem";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;2311621;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"ogółem";"ludność w mieszkaniach zamieszkanych stale";"osoba";;104557;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"osób fizycznych";"mieszkania ogółem";"-";;14203;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"osób fizycznych";"powierzchnia użytkowa mieszkania ogółem";"m2";;886365;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"osób fizycznych";"mieszkania zamieszkane stale";"-";;14192;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"osób fizycznych";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;885654;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"osób fizycznych";"ludność w mieszkaniach zamieszkanych stale";"osoba";;36277;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"gminy";"mieszkania ogółem";"-";;23803;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"gminy";"powierzchnia użytkowa mieszkania ogółem";"m2";;1304604;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"gminy";"mieszkania zamieszkane stale";"-";;23792;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"gminy";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;1304025;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"przed 1918";"gminy";"ludność w mieszkaniach zamieszkanych stale";"osoba";;63303;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"ogółem";"mieszkania ogółem";"-";;32020;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"ogółem";"powierzchnia użytkowa mieszkania ogółem";"m2";;2113125;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"ogółem";"mieszkania zamieszkane stale";"-";;31995;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"ogółem";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;2111224;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"ogółem";"ludność w mieszkaniach zamieszkanych stale";"osoba";;86498;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"osób fizycznych";"mieszkania ogółem";"-";;22517;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"osób fizycznych";"powierzchnia użytkowa mieszkania ogółem";"m2";;1599094;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"osób fizycznych";"mieszkania zamieszkane stale";"-";;22500;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"osób fizycznych";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;1597690;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"osób fizycznych";"ludność w mieszkaniach zamieszkanych stale";"osoba";;61577;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"gminy";"mieszkania ogółem";"-";;6706;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"gminy";"powierzchnia użytkowa mieszkania ogółem";"m2";;364874;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"gminy";"mieszkania zamieszkane stale";"-";;6702;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg okresu budowy budynku i rodzaju podmiotów będących właścicielami mieszkań (Wymiary: Okres budowy; Rodzaje własności; Wyszczególnienie)";"1918 - 1944";"gminy";"powierzchnia użytkowa mieszkania zamieszkane stale";"m2";;364676;
